docid,firstpub,date,birthdate,recept,tags,enumcron,nationality,gender,author,title
mdp.39015038638337,1797,1797,1797,,bio,v.1,,,"Barruel,",Memoirs
nnc1.cu56528370,1799,1799,1799,,bio,<blank>,,,<blank>,Eastern anecdotes of exemplary characters
njp.32101037021019,1766,1766,1766,,fic,v.4,,,"Pennington, Sarah,",Letters on different subjects
hvd.hn2dtm,1778,1778,1778,,bio,v.3,,,"Sully, Maximilien de B̩thune,",Memoirs of Maximilian de Bethune
mdp.39015078562355,1751,1751,1751,,fic,v.2,,,"Kimber, Edward,",The life and adventures of Joe Thompson
yale.39002005623153,1765,1765,1765,,bio,v.2,,,"Walpole, Horace,",Anecdotes of painting in England;
uva.x000613611,1764,1764,1764,,bio,V.2,,,"Shenstone, William,","Essays on Men, Manners, and Things (largely biographical sketches)"
ucm.5320261462,1786,1786,1786,,bio,<blank>,,,"Chaudon, Louis Mayeul,",Historical and critical memoirs of the life and writings of M. de Voltaire
hvd.hw204v,1797,1797,1797,,fic,,,,"Rulhi̬re, Claude Carloman de,","The history, or anecdotes, of the revolution in Russia, in the year 1762"
njp.32101060589742,1793,1793,1793,,bio,<blank>,,,"Cumberland, George,",Some anecdotes of the life of Julio Bonasoni
njp.32101077780524,1768,1768,1768,,fic,v.2,,,"��In��yat All��h,",Tales
mdp.39015063975075,1777,1777,1777,,bio,<blank>,,,"Johnson, Samuel,","The Life of Mr. Richard Savage, son of the Earl Rivers"
njp.32101079239461,1777,1777,1777,,fic,v.5,,,"Pratt,",Liberal opinions
dul1.ark+=13960=t3vt2js1t,1786,1786,1786,,fic,v.1,,,"Bennett,","Anna; or, Memoirs of a Welch heiress"
uva.x000826970,1786,1786,1786,,fic,V.1,,,"Smollett, T.",The adventures of Peregrine Pickle
nyp.33433076093123,1776,1776,1776,,fic,v. 1,,,"Hurd, Richard,",Moral and political dialogues;
dul1.ark+=13960=t3gx54x4v,1797,1797,1797,,fic,,,,Addison.,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments;"
mdp.39015078565473,1800,1800,1800,,fic,,,,"Swift, Jonathan,","The travels of Lemuel Gulliver, into several remote nations of the world;"
mdp.39015013748200,1781,1781,1781,,bio,v.2,,,"Davies, Thomas,","Memoirs of the life of David Garrick, esq"
mdp.39015062248144,1761,1761,1761,,fic,v.1,,,,Hau kiou choaan
njp.32101064256108,1768,1768,1768,,fic,,,,"Byron, John,",The narrative of the Honourable John Byron
nyp.33433074913595,1755,1755,1755,,fic,v. 1,,,"Haywood, Eliza Fowler,",The invisible spy
nyp.33433082377338,1771,1771,1771,,bio,<blank>,,,"Jemmat, Catherine,",The memoirs of Mrs. Catherine Jemmat
nnc1.0037990985,1799,1799,1799,,fic,,,,"Sterne, Laurence,",The beauties of Sterne;
nyp.33433074911490,1791,1791,1791,,fic,v. 4,,,"Smith, Charlotte,",Celestina
nyp.33433074955463,1752,1752,1752,,fic,,,,"Mozeen, Thomas,",Young Scarron
mdp.39015068293086,1780,1780,1780,,bio,<blank>,,,"Warton, Thomas,",The life of Sir Thomas Pope
mdp.39015065345764,1765,1765,1765,,bio,v.7,,,"Shenstone, William,","The works in verse and prose, of William Shenstone"
njp.32101073816660,1787,1787,1787,,bio,vol.2,,,"Noble, Mark,",Memoirs of the protectoral-house of Cromwell;
mdp.39015065806815,1762,1762,1762,,fic,,,,"Le Sage, Alain Ren̩,",The devil upon two sticks
pst.000005236749,1778,1778,1778,,fic,v.1,,,"Le Sage, Alain Ren̩,",The adventures of Gil Blas of Santillane
nyp.33433074916374,1751,1751,1751,,fic,,,,"Coventry, Francis,","The history of Pompey the Little, or, The life and adventures of a lap-dog"
mdp.39015078562306,1755,1755,1755,,fic,,,,"Morris, Drake, pseud.","The travels of Mr. Drake Morris, merchant in London"
njp.32101037021548,1777,1777,1777,,fic,v.6,,,"Pratt,",Liberal opinions
uc2.ark+=13960=t1kh0g314,1760,1760,1760,,fic,v.1,,,"Johnstone, Charles,",Chrysal
mdp.39015063560596,1785,1785,1785,,fic,v.1,,,"Mathews, Charles,",Constance
nyp.33433081877650,1776,1776,1776,,bio,v. 2,,,<blank>,The British Plutarch
nyp.33433081651741,1770,1770,1770,,bio,<blank>,,,"Guines, Adrien Louis de Bonni̬res de Souastre,",Memorial of the Count de Guines
uc2.ark+=13960=t84j0ch7d,1765,1765,1765,,fic,,,,,The council in the moon
njp.32101067676385,1766,1766,1766,,bio,<blank>,,,"Orton, Job,","Memoirs of the life, character and writings of the late Reverend Philip Doddridge, D.D. of Northampton"
nyp.33433082382080,1783,1783,1783,,bio,v. 1-2,,,"Rousseau, Jean-Jacques,",The confessions of J.J. Rousseau ;
nyp.33433071381606,1791,1791,1791,,bio,v. 1,,,"La Motte, Jeanne de Saint-R̩my de Valois,","The life of Jane de St. Remy de Valois, heretofore Countess de La Motte"
njp.32101073588053,1755,1755,1755,,bio,v.3,,,"Mottley, John,","The life of Peter the Great, emperor of all Russia"
nyp.33433082306022,1786,1786,1786,,bio,v. 4,,,"Caraccioli, Charles,","The life of Robert Lord Clive, Baron Plassey"
nyp.33433067275143,1753,1753,1753,,bio,v. 5,,,"Cibber, Theophilus,",The lives of the poets of Great Britain and Ireland
ucm.5319098350,1771,1771,1771,,bio,<blank>,,,"Dalrymple, John,",Memoirs of Great Britain and Ireland
uc2.ark+=13960=t0zp3x123,1777,1777,1777,,fic,v.3,,,"Griffith,",A collection of novels
mdp.39015065783139,1755,1755,1755,,fic,,,,"Pr̩vost,","The history of a fair Greek, who was taken out of a seraglio at Constantinople, and brought to Paris by a late embassador at the Ottoman port, interspersed with the surprising adventures of several other slaves"
uc2.ark+=13960=t7vm4hn0x,1777,1777,1777,,bio,v.1,,,"Jones, William,","Observations in a journey to Paris by way of Flanders, in the month of August 1776"
nyp.33433068198260,1752,1752,1752,,fic,,,,"Aulnoy,",The court of Queen Mab
yale.39002008238660,1761,1761,1761,,bio,<blank>,,,"Scott, Sarah,","The history of Gustavus Ericson [i.e. Gustavus Vasa], King of Sweden"
mdp.39015058400378,1789,1789,1789,,bio,v.3,,,Frederick,"Posthumous works of Frederic II, king of Prussia"
uiuo.ark+=13960=t17m0vk3v,1769,1769,1769,,fic,v.1,,,,The Hermit
mdp.39015018015274,1777,1777,1777,,fic,,,,"Defoe, Daniel,","The history of the devil, ancient and modern"
mdp.39015025918890,1797,1797,1797,,bio,<blank>,,,"Hentzner, Paul,","Paul Hentzner's travels in England, during the reign of Queen Elizabeth"
hvd.hn2ghv,1788,1788,1788,,fic,v.2,,,"Berquin,",The children's friend
nyp.33433007970449,1787,1787,1787,,fic,v. 2,,,"Smith, Charlotte,",The romance of real life
nyp.33433074911615,1795,1795,1795,,fic,v. 3,,,"Smith, Charlotte,",Montalbert
uva.x001475970,1799,1799,1799,,bio,V.5,,,"Ariosto, Lodovico,",Orlando furioso
nnc1.cu09367225,1785,1785,1785,,bio,v.3,,,"Campbell, John,",Biographia nautica
njp.32101073817684,1753,1753,1753,,bio,<blank>,,,<blank>,"Memoirs of the life of Robert Devereux, Earl of Essex"
mdp.39015012361187,1774,1774,1774,,fic,v.1,,,"Johnstone, Charles,","The history of Arsaces, prince of Betlis"
nyp.33433068243009,1774,1774,1774,,non,<blank>,,,"Law, Edmund,",Considerations on the theory of religion
njp.32101036889515,1795,1795,1795,,fic,v.4,,,"Smith, Charlotte,",The banished man
mdp.39015064588257,1763,1763,1763,,bio,v.5,,,"Sully, Maximilien de B̩thune,","Memoirs of Maximilian de Bethune, duke of Sully, prime minister to Henry the Great"
hvd.hn36fa,1758,1758,1758,,bio,<blank>,,,"Jortin, John,",The life of Erasmus
uc2.ark+=13960=t0ks6n638,1774,1774,1774,,fic,,,,"Veal, George,",Musical travels through England
uc2.ark+=13960=t2x351s87,1756,1756,1756,,bio,v.2,,,"Sully, Maximilien de B̩thune,","Memoirs of Maximilian de Bethune, duke of Sully, prime minister to Henry the Great"
uva.x002551778,1774,1774,1774,,bio,v.2,,,"Chesterfield, Philip Dormer Stanhope,","Letters written by the late Right Honourable Philip Dormer Stanhope, earl of Chesterfield, to his son, Philip Stanhope esq"
mdp.39015057157755,1766,1766,1766,,fic,v.2,,,"Elie de Beaumont,","The history of the Marquis de Roselle, in a series of letters"
nyp.33433082409065,1765,1765,1765,,bio,<blank>,,,<blank>,Genuine memoirs of Mr. Charles Churchill
nyp.33433082297064,1799,1799,1799,,fic,v. 3,,,"Salzmann, Christian Gotthilf,","Elements of morality, for the use of children;"
njp.32101079239479,1777,1777,1777,,fic,v.3,,,"Pratt,",Liberal opinions
mdp.39015039823516,1769,1769,1769,,bio,v.1,,,"Lyttelton, George Lyttelton,","The history of the life of King Henry the Second, and of the age in which he lived"
pst.000019186870,1774,1774,1774,,bio,v.2,,,"Retz, Jean Fran̤ois Paul de Gondi de,",Memoirs of the Cardinal de Retz
njp.32101067675791,1797,1797,1797,,bio,<blank>,,,"Scott, Job,","Journal of the life, travels and gospel labours of that faithful servant and minister of Christ, Job Scott"
ucm.5327367983,1774,1774,1774,,fic,,,,"Lucca, Gaudentio di.",The adventures of Sig. Gaudentio di Lucca
nyp.33433082543137,1793,1793,1793,,bio,v. 2 (BAT - CAM),,,<blank>,A New and general biographical dictionary
nyp.33433074913330,1758,1758,1758,,fic,,,,"Fielding, Sarah,",The lives of Cleopatra and Octavia
nyp.33433074930292,1771,1771,1771,,fic,v. 4,,,"Bridges, Thomas,",The adventures of a bank-note
mdp.39015078548040,1770,1770,1770,,fic,,,,"Bickerstaff, Isaac,","The life, and strange, unparallel'd and unheard of voyages and adventures of Ambrose Gwinett, formerly well known to the public, as the lame beggar man"
dul1.ark+=13960=t9z03vs2q,1753,1753,1753,,fic,v.3,,,"Haywood, Eliza Fowler,",The history of Jemmy and Jenny Jessamy
nyp.33433059336309,1768,1768,1768,,bio,<blank>,,,"Byron, John,",The narrative of the Honourable John Byron
nyp.33433075840177,1764,1764,1764,,fic,,,,"Lesuire, Robert Martin,",The savages of Europe
njp.32101067675437,1777,1777,1777,,bio,v.2,,,Clement,Interesting letters of Pope Clement XIV (Ganganelli)
nyp.33433008488318,1794,1794,1794,,bio,v. 5,,,"Charnock, John,","Biographia navalis; or, Impartial memoirs of the lives and characters of officers of the navy of Great Britain, from the year 1660 to the present time;"
mdp.39015065444195,1763,1763,1763,,fic,v.2,,,"Shebbeare, John,",Lydia;
mdp.39015023127544,1754,1754,1754,,bio,v.2,,,"Birch, Thomas,","Memoirs of the reign of Queen Elizabeth, from the year 1581 till her death"
mdp.39015073763271,1767,1767,1767,,bio,<blank>,,,<blank>,"Historical memoirs of His late Royal Highness William-Augustus, duke of Cumberland"
mdp.39015066644074,1781,1781,1781,,fic,v.1,,,"Marmontel, Jean-Fran̤ois,",Moral tales
mdp.39015078549790,1780,1780,1780,,fic,,,,"Defoe, Daniel,","The wonderful life and most surprizing adventures of Robinson Crusoe ... Faithfully abridged from the three volumes, and adorned with an entire new set of cuts ... from drawings done ... for this edition"
nyp.33433074907548,1786,1786,1786,,fic,v. 4,,,"Bellamy, George Anne,","An apology for the life of George Anne Bellamy, late of Covent-Garden theatre"
hvd.hwkd6i,1761,1761,1761,,fic,v.2,,,"Lennox, Charlotte,",Henrietta
mdp.39015031962718,1799,1799,1799,,bio,v.3-4,,,"Barruel,",Memoirs
uc2.ark+=13960=t89g5j004,1786,1786,1786,,bio,<blank>,,,"Henderson, John,",Letters and poems
nyp.33433007627353,1768,1768,1768,,bio,v. 2,,,"Dossie, Robert,","Memoirs of agriculture, and other oeconomical arts"
hvd.hn4q7b,1771,1771,1771,,fic,vol.2,,,"Cervantes Saavedra, Miguel de,",The history of the renowned Don Quixote de la Mancha
mdp.39015023468997,1798,1798,1798,,bio,<blank>,,,"Rivers, David.",Literary memoirs of living authors of Great Britain
nyp.33433066578836,1777,1777,1777,,bio,v. 1-2,,,"Jones, William,","Observations in a journey to Paris by way of Flanders, in the month of August 1776"
mdp.39015059413552,1776,1776,1776,,fic,v.1,,,"Hurd, Richard,","Moral and political dialogues [genre is debatable, to be sure]"
mdp.39015020051663,1799,1799,1799,,fic,v.3,,,"West,",A tale of the times
nyp.33433074911821,1793,1793,1793,,fic,v. 5,,,"Pilkington,",Rosina
nyp.33433082542790,1761,1761,1761,,bio,v. 1 (AAR - AYL),,,<blank>,A New and general biographical dictionary
nyp.33433082537238,1799,1799,1799,,bio,"v. 2, BAR- CIV",,,"Aikin, John,",General biography;
nyp.33433067275465,1753,1753,1753,,bio,v. 2,,,"Crusius, Lewis,",The lives of the Roman poets ;
mdp.39015023507927,1780,1780,1780,,bio,<blank>,,,"Beckford, William,",Biographical memoirs of extraordinary painters
ucm.5320262557,1767,1767,1767,,fic,,,,"Kelly, Hugh,",Memoirs of a Magdalen or The history of Louisa Mildway
uc2.ark+=13960=t90864w4j,1798,1798,1798,,fic,v.10,,,"Sterne, Laurence,",The works of Laurence Sterne
nyp.33433075821912,1797,1797,1797,,fic,v. 4,,,"Le Sage, Alain Ren̩,",The adventures of Gil Blas of Santillane
nyp.33433074911730,1758,1758,1758,,fic,v. 1-2,,,"Richwould,","The South sea fortune; or, The chaplain advanced to the saddle"
uc2.ark+=13960=t03x84p15,1777,1777,1777,,bio,v.1,,,"Wraxall, Nathaniel William,","Memoirs of the kings of France, of the race of Valois"
mdp.39015078548669,1756,1756,1756,,fic,v.1-2,,,"Bannac, Adolphus.",The life and surprizing adventures of Crusoe Richard Davis
nyp.33433082404157,1755,1755,1755,,bio,v. 2,,,"Gordon, Alexander,","The history of Peter the Great, Emperor of Russia"
nnc2.ark+=13960=t5n879p81,1814,1814,1814,,bio,v. 4 1814,,,"Harris, William,",An historical and critical account of the lives and writings of James I. and Charles I. and of the lives of Oliver Cromwell and Charles II
nyp.33433082347562,1819,1819,1819,,bio,<blank>,,,<blank>,Authentic memoirs of the lives of Mr. and Mrs. Coutts
uc1.b4056544,1807,1807,1807,,fic,v.1,,,,Palmerin of England
loc.ark+=13960=t6154rd2f,1842,1842,1842,,fic,,,,"Cahoone, Sarah S.",Sketches of Newport and its vicinity;
uc2.ark+=13960=t9g44z656,1800,1800,1800,,bio,v.4,,,"Johnson, Samuel,",The lives of the most eminent English poets;
uc1.b286471,1812,1812,1812,,fic,,,,,"Alexis, the tyrant of the East;"
njp.32101076782380,1833,1833,1833,,fic,v.2,,,"Trollope, Frances Milton,",The abbess
uiuo.ark+=13960=t45q58q09,1814,1814,1814,,fic,v.5,,,"Cuthbertson, Catherine.","Santo Sebastiano, or, The young protector"
nyp.33433001022502,1814,1814,1814,,fic,,,,"Lafontaine, August Heinrich Julius,","A tale of ancient times, entitled Romulus"
nyp.33433075743629,1824,1824,1824,,fic,,,,"Scott, Walter,",St. Ronan's well
njp.32101068602281,1824,1824,1824,,fic,v.1,,,"Richardson, Samuel,","The novels of Samuel Richardson, esq"
nyp.33433082376868,1814,1814,1814,,bio,<blank>,,,"Janeway, James,","Invisibles, realities, demonstrated in the holy life and triumphant death of Mr. John Janeway"
uiuo.ark+=13960=t3zs38t6b,1807,1807,1807,,fic,v.3,,,"Maturin, Charles Robert,","Fatal revenge; or, The family of Montorio"
hvd.32044009849225,1832,1832,1832,,fic,v.1,,,"Martineau, Harriet,",Illustrations of political economy
mdp.39015062971331,1837,1837,1837,,bio,<blank>,,,"Matthews, Lyman,","Memoir of the life and character of Ebenezer Porter, D. D., late president of the Theological seminary, Andover"
mdp.39015050663445,1802,1802,1802,,bio,v.1,,,"Granger, William.","The new wonderful museum, and extraordinary magazine"
njp.32101068142080,1800,1800,1800,,fic,v.2,,,"Linley, W.",Forbidden apartments
hvd.hxjh2k,1803,1803,1803,,bio,<blank>,,,"Rutter,Thomas,",Some account of the religious experience and gospel labours of Thomas Rutter
mdp.39015062243277,1826,1826,1826,,bio,<blank>,,,<blank>,A short memoir of Andrew Underhill
mdp.39015073729579,1824,1824,1824,,bio,v.2,,,"Ireland, W. H.","Memoirs of Jeanne d'Arc, surnamed L Pucelle d'Orleans; with the history of her times"
nyp.33433074878988,1805,1805,1805,,fic,,,,"Lucas, William,","The duellists, or, Men of honour"
nyp.33433082343090,1849,1849,1849,,bio,v. 1,,,"Henry, Paul,","The life and times of John Calvin, the great reformer"
mdp.39015078550376,1820,1820,1820,,fic,v.2,,,"Defoe, Daniel,",The life and adventures of Robinson Crusoe
njp.32101065836577,1801,1801,1801,,fic,vol.3,,,"Meeke, Mary,",Which is the man?
njp.32101063578239,1828,1828,1828,,fic,,,,"Blackford,",The Eskdale herd-boy
uc1.b250566,1828,1828,1828,,fic,v.2,,,"Smith, Horace,",Zillah
nyp.33433068187057,1837,1837,1837,,fic,,,,"Smith, John.",The fairy book
loc.ark+=13960=t33201g8s,1816,1816,1816,,bio,<blank>,,,<blank>,An answer to certain parts of a work published by Mathew Carey
nyp.33433081620100,1809,1809,1809,,letters,v.1,,,"Pliny,",The letters of Pliny the Consul
nyp.33433022848273,1846,1846,1846,,fic,,,,"Vide, V. V.","American tableau, no.1 (arguably historical fiction)"
uc1.b3316123,1808,1808,1808,,bio,v. 2,,,"Jortin, John,",The life of Erasmus
nnc1.0022686053,1800,1800,1800,,bio,v.2,,,"Chesterfield, Philip Dormer Stanhope,",Letters
uiuo.ark+=13960=t23b6pc44,1836,1836,1836,,fic,v.1,,,"Sherer, Moyle,",The broken font
nyp.33433074922851,1843,1843,1843,,fic,,,,"Lunn, William Arthur Brown,",Bizarre fables: a series of eccentric historiettes
loc.ark+=13960=t1bk1fp17,1835,1835,1835,,bio,<blank>,,,<blank>,"Proceedings at New Haven, in relation to the demise of the Hon. Nathan Smith: and the funeral solemnities with the discourse, delivered on the occasion"
mdp.39015025930705,1822,1822,1822,,bio,v.2,,,"Ireland, W. H.",The Napoleon anecdotes
uc2.ark+=13960=t0tq5x823,1817,1817,1817,,bio,<blank>,,,"Vaux, Roberts,",Memoirs of the life of Anthony Benezet
njp.32101065841809,1817,1817,1817,,fic,v. 2,,,"Brooke, Frances,",Manners
nyp.33433075905251,1821,1821,1821,,bio,v. 1,,,"Aikin, Lucy,",Memoirs of the court of Queen Elizabeth
uiuo.ark+=13960=t2k64tj09,1810,1810,1810,,fic,v.2,,,"Cuthbertson, Catherine.",Forest of Montalbano
uiuo.ark+=13960=t1rf66h39,1825,1825,1825,,fic,v.3,,,"Hartstonge, Matthew Weld,",The eve of All-Hallows;
hvd.32044004635306,1826,1826,1826,,non,<blank>,,,"Babbage, Charles,",A comparative view of the various institutions for the assurance of lives
uiuo.ark+=13960=t0ht3921z,1818,1818,1818,,fic,v.3,,,"Stanhope, Louisa Sidney.","The bandit's bride, or, The maid of Saxony. A romance"
mdp.39015065103650,1801,1801,1801,,non,v.1,,,"MacLaurin, Colin,",A treatise on fluxions
nyp.33433074814249,1846,1846,1846,,bio,<blank>,,,"Franklin, Benjamin,",Life of Benjamin Franklin
mdp.39015023169579,1812,1812,1812,,bio,v.21,,,<blank>,The General biographical dictionary
mdp.39015073763404,1800,1800,1800,,bio,v.2,,,"Coxe, William,","Memoirs of the life and administration of Sir Robert Walpole, earl of Orford"
uiuo.ark+=13960=t9w09nn61,1811,1811,1811,,fic,v.1,,,"Palmer, John,",Like master like man
uva.x002314322,1832,1832,1832,,bio,<blank>,,,"Turner, Nat,","The confessions of Nat Turner, the leader of the late insurrection in Southampton, Va., as fully and voluntarily made to Thomas R. Gray, in the prison where he was confined, and acknowledged by him to be such, when read before the Court of Southampton"
hvd.hx2pgr,1817,1817,1817,,bio,<blank>,,,"Grosvenor, Thomas Peabody,","A sketch of the life, last sickness, and death of Mrs. Mary Jane Grosvenor"
mdp.39015063937695,1816,1816,1816,,fic,v.1,,,"Moore, John,",Edward
mdp.39015005708154,1842,1842,1842,,bio,v.2 1842,,,"Madden, Richard Robert,","The United Irishmen, their lives and times"
uiuo.ark+=13960=t5v69t480,1809,1809,1809,,fic,v.3,,,"Francis, Sophia L.","Angelo Guicciardini, or, The bandit of the Alps"
njp.32101064631771,1801,1801,1801,,fic,v.2,,,"Sickelmore, Richard.",Raymond
nnc2.ark+=13960=t2g73fm8j,1810,1810,1810,,bio,v. 4 1810,,,"Wordsworth, Christopher,","Ecclesiastical biography, or, Lives of eminent men connected with the history of religion in England"
uiuo.ark+=13960=t19k4ms4x,1834,1834,1834,,fic,v.3,,,"Carleton, William,",Traits and stories of the Irish peasantry
yale.39002040777956,1828,1828,1828,,bio,v.3,,,"Nares, Edward,","Memoirs of the life and administration of the Right Honourable William Cecil, lord Burghley"
uiuo.ark+=13960=t8x92x07s,1810,1810,1810,,fic,v.3,,,"Hatton, Ann Julia (Kemble)","Cambrian pictures, or, Every one has errors"
njp.32101064790775,1835,1835,1835,,fic,vol. 1,,,"Stanhope, Louisa Sidney.",Sydney Beresford;
uc2.ark+=13960=t6251p85f,1812,1812,1812,,bio,v.12,,,"Chalmers, Alexander,",The general biographical dictionary
mdp.39015056579975,1842,1842,1842,,bio,<blank>,,,"Melville, James,","The autobiography and diary of Mr. James Melvill, with a continuation of the diary"
nnc1.1002277646,1816,1816,1816,,fic,,,,,"Gulzara, princess of Persia; or, The virgin queen"
uiuo.ark+=13960=t6qz2xw44,1818,1818,1818,,fic,v.1,,,"Davenport, Selina.",An angel's form and a devil's heart
uc1.b189273,1832,1832,1832,,bio,v.3,,,"Stebbing, Henry,",Lives of the Italian poets
nnc2.ark+=13960=t3tt4p498,1820,1820,1820,,bio,1820,,,"Taylor, Adam,",Memoirs of the Rev. Dan Taylor
nyp.33433008449278,1839,1839,1839,,bio,v. 1,,,"Howard, Edward,","Memoirs of Admiral Sir Sidney Smith, K.C.B., &c"
yale.39002008728843,1816,1816,1816,,bio,v.5,,,"Wrangham, Francis,",The British Plutarch
nnc1.50180658,1816,1816,1816,,bio,<blank>,,,"Vaughan, Edward Thomas.",Some account of the Reverend Thomas Robinson
hvd.32044074331851,1831,1831,1831,,bio,<blank>,,,"Potter, John Philips,",The religion of Socrates
nyp.33433067304794,1810,1810,1810,,non,v. 10,,,<blank>,The Spectator
uiuo.ark+=13960=t1pg2683c,1803,1803,1803,,fic,v.2,,,"Lyttleton, M.","Peregrine, or, The fool of fortune"
mdp.39015058467419,1816,1816,1816,,non,<blank>,,,"Guillaume de Vaudoncourt, Fr̩d̩ric,",Memoirs on the Ionian Islands
inu.32000004490712,1834,1834,1834,,fic,v.8,,,"Martineau, Harriet,",Illustrations of political economy
uva.x000371054,1825,1825,1825,,bio,<blank>,,,"Carlyle, Thomas,",The life of Friedrich Schiller;
uc2.ark+=13960=t9c53mq69,1838,1838,1838,,fic,,,,"Bayly, Thomas Haynes,",David Dumps
uc1.b3324235,1844,1844,1844,,fic,v.1-2,,,"Daunt, William J. O'Neill,",Saints and sinners
nyp.33433081836342,1826,1826,1826,,fic,v. 3,,,,New Arabian nights' entertainments
uc2.ark+=13960=t6g168c8h,1818,1818,1818,,bio,v.05 pt.01,,,"Aikin, John,",General biography;
nyp.33433069132805,1819,1819,1819,,non,<blank>,,,"Ripley, Dorothy,",The bank of faith and works united
hvd.hn5dnh,1839,1839,1839,,fic,,,,"Barbauld,",Lessons for children
uc2.ark+=13960=t52f7sg73,1812,1812,1812,,bio,v.02,,,"Chalmers, Alexander,",The general biographical dictionary
uiuo.ark+=13960=t6n01d992,1842,1842,1842,,fic,v.2,,,"Akerman, John Yonge,",London legends
hvd.hn4rcs,1810,1810,1810,,fic,v.3,,,"Cervantes Saavedra, Miguel de,","The life and exploits of the ingenious gentleman, Don Quixote de la Mancha"
hvd.hwjt4e,1842,1842,1842,,fic,,,,"Ellis, Sarah Stickney,",Somerville Hall
uiuo.ark+=13960=t9183k54p,1835,1835,1835,,fic,v.1,,,"Blessington, Marguerite,",The two friends;
hvd.hwjrbr,1839,1839,1839,,bio,v.3,,,"Boswell, James,","The life of Samuel Johnson, LL.D"
nyp.33433082364005,1842,1842,1842,,bio,<blank>,,,<blank>,The Life of Benjamin Franklin
nyp.33433074378864,1807,1807,1807,,fic,v. 3,,,,Palmerin of England
njp.32101063579104,1832,1832,1832,,fic,,,,,The adventures of Count d'Orveau
loc.ark+=13960=t0cv4mm0v,1838,1838,1838,,bio,<blank>,,,"Graham, James,","Speech of Mr. James Graham, of North Carolina, on the bill making an appropriation to prevent and suppress Indian hostilities"
uiuo.ark+=13960=t7jq1gs3v,1812,1812,1812,,fic,v.5,,,"Edgeworth, Maria,",Tales of fashionable life
nyp.33433076080021,1836,1836,1836,,bio,v. 2,,,"Bentley, Richard,",The works of Richard Bentley
njp.32101069157459,1808,1808,1808,,fic,v.1,,,"Cottin,",Clara
nyp.33433067303937,1807,1807,1807,,fic,v. 1,,,"Roche, Regina Maria,","The discarded son; or, Haunt of the banditti"
nyp.33433074955034,1800,1800,1800,,fic,v. 1,,,"Lathom, Francis,",Men and manners
uva.x002127356,1822,1822,1822,,bio,<blank>,,,"Ashmun, J.","Memoir of the life and character of the Rev. Samuel Bacon, A. M., late an officer of marines in the United States' service"
njp.32101064791476,1850,1850,1850,,fic,vol. 3,,,"Trollope, Frances Milton,",Petticoat government;
uc2.ark+=13960=t5r786m5d,1834,1834,1834,,bio,<blank>,,,"Linn, William,",The life of Thomas Jefferson
