docid,class,logistic,colors,date,title
dul1.ark+=13960=t9184177s,0,0.3362874816,0.0013683356983579971,1749,The history and adventures of an atom
nyp.33433074911771,0,0.8497794231,0.000702121058733243,1799,The false friend
uc2.ark+=13960=t6154jc0j,1,0.7617610903,0.001203202862132118,1881,Marriage;
nyp.33433067367551,0,0.6673693762,0.00020489047963580717,1811,The history of Clarissa Harlowe
njp.32101058836253,0,0.6889135986,0.0003883926094434889,1777,Letters from the Duchess de Crui and others
uc2.ark+=13960=t54f1pj54,0,0.820615126,0.0012175398426284322,1843,"The double duel, or, Hoboken"
mdp.39015017686273,1,0.6980813929,0.0008559645163800483,1890,The tiger of Mysore;
nyp.33433076035462,0,0.7657353082,0.00037420014718539125,1813,Sarah
nyp.33433003254269,0,0.7127228818,0.0005900310407634489,1755,The history and adventures of the renowned Don Quixote
uc1.b3327247,1,0.8684005139,0.0037095206691888515,1877,Mrs. Wood's novels
nyp.33433067413538,1,0.8831941485,0.0011617731373909895,1901,The writings of Mark Twain
uc2.ark+=13960=t2794196g,0,0.8075357985,0.005146872702288972,1921,The man in gray
nnc1.0113360361,0,0.8086338964,0.0006555863342566944,1739,"A collection of entertaining histories and novels, designed to promote the cause of virtue and honour"
nyp.33433074797659,0,0.8157221935,0.00031319349989261935,1859,The Methodist
uva.x000208565,1,0.8049937129,0.0016630455191652585,1917,The call of the wild
nnc1.cu11683260,0,0.7468397584,0.0005467852538538327,1856,Cooper's sea tales
uc1.b303921,0,0.8744384392,0.0016911784237508744,1878,In paradise;
hvd.hn1c4p,0,0.786898705,0.0023744715352985463,1833,The Dutchman's fireside
coo.31924013573401,1,0.8647926605,0.0008902621036369825,1875,Told in the twilight
uc1.b3324452,0,0.8587516413,0.0021697203471552555,1920,Melomaniacs
uiuo.ark+=13960=t8x92x07s,0,0.8791914955,0.0011881473302689533,1810,"Cambrian pictures, or, Every one has errors"
nyp.33433004053231,0,0.2555877131,0.0006918819188191881,1834,Human nature displayed in the history of Myddle
uc2.ark+=13960=t3pv6jc65,0,0.7457423118,0.0025361120299922813,1921,Blanco y Colorado;
mdp.39015048885977,0,0.7399774913,0.0002938172456731913,1883,The works of Samuel Richardson
uc2.ark+=13960=t9z03cq1j,0,0.5322650548,8.327781479013991e-05,1777,Memoirs of the Marchioness De Louvoi
uc2.ark+=13960=t6251g703,0,0.8404570373,0.0009255260072808046,1855,The unfortunate mountain girl
mdp.39015055328739,0,0.6359557491,0.0003458930959738044,1833,Rasselas
nyp.33433074911466,0,0.7780725042,0.0002850085502565077,1791,Celestina
uc2.ark+=13960=t7tm72m3c,0,0.5486961123,0.0009365776129569364,1849,The American cruiser's own book
uc1.31158009178095,1,0.5790014378,0.0012853868549835843,1833,The sketch book of fashion
uc2.ark+=13960=t10p0xq9w,0,0.7268268299,0.0014197487044793071,1914,The secret book
nyp.33433074913645,0,0.776282956,0.00017883919604902944,1751,The history of Miss Betsy Thoughtless
nnc1.0037104179,0,0.7455976018,0.0006264062180404991,1798,Henry
hvd.32044086801917,1,0.7260307939,0.0009456205161827191,1845,Chillon;
njp.32101037603568,0,0.7099889075,0.0003757714153574887,1732,"Court tales: or, A history of the amours of the present nobility"
dul1.ark+=13960=t7sn0xk3n,0,0.7407989602,0.00016823569821319668,1752,The history of Miss Betsy Thoughtless
mdp.39015049829008,0,0.6034949979,0.0005591578222953428,1843,Zenobia
nyp.33433074930516,1,0.8500548572,0.00034733012814653675,1908,Vayenne
ucm.5324200923,1,0.7273564479,0.0019172220850818729,1848,Vanity Fair
uc2.ark+=13960=t6154gd1n,0,0.8371129413,0.0015049107614320415,1921,Beauty
uc2.ark+=13960=t1pg1kh64,0,0.8328929686,0.002080490155845891,1922,Old desires
nyp.33433084128457,1,0.8625602652,0.0022191272588577273,1873,Robin Gray
mdp.39015008883756,1,0.7347305277,0.0007537314507650134,1914,Beauchamp's career
uva.x030557183,1,0.7085489209,0.0016120142473612157,1882,The works of Nathaniel Hawthorne
mdp.39015063918935,0,0.8508353855,0.0019102636393974613,1912,The inviolable sanctuary
mdp.39015024230602,0,0.7793067698,0.0004239020180763932,1785,Tales of the castle;
mdp.39015065612387,0,0.7025713523,0.003875739059935536,1918,Blown in by the draft;
uc2.ark+=13960=t4gm8351f,0,0.9033916701,0.0039866017302673485,1914,The night of temptation
nyp.33433000761944,0,0.8032520525,0.0003994533795858299,1828,Dunallan
nyp.33433068198542,0,0.8500558549,0.001953338931687904,1850,Fairy tales and legends of many nations
uiuo.ark+=13960=t4wh36k87,0,0.7827737427,0.000892683873471764,1857,The second wife
uc2.ark+=13960=t8cf9s57f,1,0.8619469841,0.001371542156700348,1898,The seats of the mighty
njp.32101079872972,0,0.2567187052,0.0012659460512221248,1794,Réflexions sur le divorce
mdp.39015078564245,0,0.5343193371,0.0010979596250301523,1751,Travels into several remote nations of the world
uc2.ark+=13960=t8v98249v,0,0.9181425815,0.0034772416487595234,1874,Only Girls
njp.32101037042775,0,0.5855707596,0.0001293577388267253,1787,The school of virtue;
mdp.39015059413552,0,0.4638226643,7.26321905868681e-05,1776,Moral and political dialogues;
nyp.33433074909973,0,0.7590760872,0.00015916597031554654,1795,Henry;
wu.89087901682,0,0.7251174897,0.000657974899476057,1906,R. Holmes & Co.;
uc2.ark+=13960=t8mc8tg6h,0,0.7723052218,0.0007535524616047079,1839,Gleanings from Germany
uc2.ark+=13960=t7gq6s478,1,0.906426542,0.00614777677323909,1880,"Yellow-cap, and other fairy-stories for children"
njp.32101066457761,0,0.8275519234,0.0015605817848894068,1892,The lost mine
njp.32101075374866,1,0.5626471253,0.0012575568029238196,1882,The works of Nathaniel Hawthorne
nyp.33433076061179,0,0.8500879089,0.000747414080747414,1905,The Van Suyden sapphires
hvd.hw3q0g,0,0.4674545325,0.00012226433549333658,1788,The beauties of Rousseau;
nyp.33433084129000,1,0.8636800404,0.0005842426325285677,1888,A recoiling vengeance
mdp.39015078549550,0,0.6542608406,0.00042496458628447627,1777,The life and most surprising adventures of Robinson Crusoe
uiuo.ark+=13960=t19k4n86k,0,0.7535951693,0.0007392804337111878,1863,Sackville chase
nyp.33433067305247,0,0.6949108171,0.00033648937157709086,1794,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments; tending to amuse the fancy, and inculcate morality"
uiuo.ark+=13960=t7sn0fs60,1,0.8058424132,0.0019528044898093145,1880,"Wooers and winners, or, Under the scars"
nyp.33433082525829,0,0.8454396991,0.001854867897213174,1853,The Favorite story book
uc2.ark+=13960=t6154hb72,0,0.9095551782,0.003127443315089914,1908,The golden rose
uiuo.ark+=13960=t8gf19s26,0,0.8910937076,0.0005176128256064464,1816,Glenarvon
mdp.39015030707304,1,0.8382508323,0.0008939123056877064,1914,Evan Harrington
njp.32101007962523,0,0.738271305,0.0004324132211823244,1812,"The history of Henry, earl of Moreland"
mdp.39015031236519,1,0.7439489487,0.0012919896640826874,1881,A day's pleasure
uc1.b4103196,1,0.8803791541,0.0005405275548935761,1893,The coast of Bohemia
uiuo.ark+=13960=t6xw5202g,0,0.8427596337,0.0003348605001598198,1818,New tales
uc2.ark+=13960=t6m04621d,0,0.8154431409,0.0008576329331046312,1920,The bomb
nyp.33433076089923,0,0.9044460451,0.0016672882434240835,1914,One clear call
nyp.33433081970190,1,0.8899239254,0.0008712199371804572,1843,Moral tales
uva.x000456340,0,0.6363984287,0.0005382577012255714,1778,"Select letters between the late Duchess of Somerset, Lady Luxborough, Mr. Whistler, Miss Dolman, Mr. R. Dodsley, William Shenstone, and others;"
nyp.33433082128863,0,0.6452841371,0.0008531883966378058,1893,The ingenious gentleman Don Quixote of La Mancha
mdp.39015078564393,0,0.4451894911,0.0011935734785290884,1726,Travels into several remote nations of the world
uc1.b270582,0,0.7303326533,0.0009968589538623582,1879,"On board the ""Rocket"""
uc2.ark+=13960=t6f18zx6f,1,0.8267542154,0.0005546414243191777,1841,Joseph Rushbrook
uc2.ark+=13960=t20c4wx8c,0,0.8529914833,0.001075127259961383,1894,Ships that pass in the night
nyp.33433074902952,0,0.6217356738,0.0011338086361627304,1872,Nautilus
nyp.33433084128390,1,0.7040765865,0.003911551394759818,1852,The Scottish cavalier
nyp.33433074864848,1,0.6923256091,0.0014214357829852808,1862,The royal favourite
mdp.39015069176603,0,0.7242689395,0.0008772613849033063,1754,The works of Dr. Jonathan Swift
uc2.ark+=13960=t8mc95p76,0,0.7894543,0.0014274644153513601,1844,The amber witch;
nyp.33433074909833,0,0.5797077635,0.0005058036609720151,1772,"The phoenix; or, The history of Polyarchus and Argenis"
uc2.ark+=13960=t2c828h1s,0,0.9008974329,0.0009224644365684323,1890,The bagpipers
njp.32101065704304,0,0.7691169388,0.00039758608448704297,1821,No fiction
uiuo.ark+=13960=t9183z33v,0,0.7374497677,0.0005225513570005552,1807,The mask of fashion;
nyp.33433067316947,0,0.7016999536,0.001333001175663332,1900,The works of Honoré de Balzac
ucm.5329037873,0,0.7631563109,0.0003387618880329226,1736,"Secret memoirs and manners of several persons of quality, of both sexes from the New Atlantis, Island in the Mediteranean ; written originally in italian ; Vol. II"
nyp.33433008836607,1,0.5323153602,0.0004472557664047026,1872,Adventures of an attorney in search of practice
mdp.39015065800594,0,0.6858672694,0.00018119333933284612,1736,Hymen's praeludia
njp.32101037620497,0,0.8340677827,0.0013186561174177273,1772,Essays on various subjects
loc.ark+=13960=t6154rd2f,0,0.5802209815,0.001254075746175069,1842,Sketches of Newport and its vicinity;
mdp.39015063916723,0,0.7358140884,0.0014858662959989456,1826,Continental adventures
nnc1.0037990985,0,0.79485108,0.0010738975770185919,1799,The beauties of Sterne;
nnc1.cu55826229,0,0.6703665245,0.0010263733321433353,1714,"Memoirs of the lives, intrigues, and comical adventures of the most famous gamesters and celebrated sharpers in the reigns of Charles II, James II, William III and Queen Anne"
uva.x001866548,0,0.8963621069,0.002815315315315315,1915,White Eagle
njp.32101063603581,0,0.9076540248,0.00303236797274276,1863,The new night-caps
mdp.39015063949005,0,0.6257120508,0.0012901480548937188,1766,The tales of the genii;
mdp.39015013161057,0,0.5482294437,0.0003307169944439545,1753,Works
uc1.b3322733,0,0.8124268111,0.0005873460623742261,1902,By order of the prophet;
uva.x001325274,1,0.8935710028,0.005580762250453721,1903,Macleod of Dare;
nyp.33433074909700,1,0.6235700865,0.0003590189335248101,1831,St. Leon: a tale of the sixteenth century
uc2.ark+=13960=t3125s10g,0,0.793617325,0.0018619427321116746,1904,The wolverine;
uiuo.ark+=13960=t3pv6sw3b,1,0.8811204953,0.0007332498243255629,1886,Mrs. Dorriman
mdp.39015063516804,0,0.5482018195,6.434868406941078e-05,1703,"Love and religion demonstrated in the martyrdom of Theodora, and of Didymus"
nnc1.0111857374,0,0.7294544923,0.0003757900130957126,1809,The adventures of Gil Blas of Santillane
mdp.39015068355562,0,0.7154601568,0.0005916770758004076,1756,The devil upon crutches in England;
mdp.39015036670894,0,0.6776329494,0.00032102728731942215,1732,The fair concubine
njp.32101037078837,0,0.7746057685,7.961043958231057e-05,1754,The cry
mdp.39015063918562,0,0.8166184306,0.0002957329953527672,1785,Eleanora: from the Sorrows of Werter
uc1.b3321866,1,0.7924201477,0.0007275027676735727,1831,The young duke
mdp.39015063952736,0,0.6462980561,0.0008403915235803975,1763,Lydia;
uc1.b3579157,1,0.7528632174,0.0012077719538935987,1920,Stalky & Co
uc2.ark+=13960=t1rf5qx3h,1,0.8598364406,0.0004626595211473956,1845,The smuggler
uc1.b3123711,0,0.6885280914,0.000996415671404254,1815,Clan-Albin
nyp.33433081859450,1,0.819466649,0.001661799127378671,1893,The novels of Maria Edgeworth
mdp.39015063980125,0,0.7655204673,0.00047472110135295516,1789,The young widow;
njp.32101074629229,0,0.7151758442,0.00015833362654375286,1745,"Les amusemens de Spa, or The gallantries of the Spaw in Germany"
nnc1.cu53334833,0,0.7511543492,0.0003152833609206274,1733,"Rosalinda, a novel"
nyp.33433074913660,0,0.7412737126,0.00031532014454275424,1775,"The history of Tom Jones, a foundling"
uc1.b278751,0,0.6643805948,0.00021479393207141898,1803,D'Aveyro;
uc2.ark+=13960=t6k07444r,1,0.8859583295,0.0013717824353057606,1897,Anne Hereford
nyp.33433074937131,0,0.5926972353,0.0010196391364099837,1829,Peace campaigns of a cornet
mdp.39015078561266,0,0.6143190794,0.001668726265751423,1743,"The pleasant, and surprizing adventures of Mr. Robert Drury, during his fifteen years captivity on the island of Madagascar"
uiuo.ark+=13960=t2v41083w,0,0.729694218,0.0006781027783886812,1855,The warhawk
uc1.b248232,0,0.5717621307,0.001520912547528517,1804,The affecting history of Louisa
uiuo.ark+=13960=t5cc1d50z,0,0.8999028342,0.001851963382317514,1885,Creatures of clay
uva.x000496437,0,0.7772118888,0.0008169806281324137,1916,Oscar Wilde: his life and confessions
nyp.33433082302898,0,0.7924524452,0.0004269550985554686,1870,True stories about dogs & cats
mdp.39015065800586,0,0.5966073167,0.00016376368245566916,1736,Hymen's praeludia
uc2.ark+=13960=t7xk85q6c,0,0.7922341932,0.0025318592286268883,1922,Where the blue begins
mdp.39015059375686,0,0.202593712,0.00021118432167595877,1749,An essay on the power and harmony of prosaic numbers;
nyp.33433082513957,0,0.8791744241,0.0006043770848103767,1916,Common clay
uc2.ark+=13960=t1jh3g53t,1,0.7496113534,0.0012857855099845182,1868,Eastern tales
uc2.ark+=13960=t7np22q3z,1,0.6830847334,0.0009274373052381659,1858,Heckington;
hvd.hn4q78,0,0.7359748662,0.0007036015072331083,1749,The life and exploits of the ingenious gentleman Don Quixote de la Mancha
njp.32101036889523,0,0.6731329506,0.0005388305638601126,1795,The banished man
mdp.39015063527561,1,0.8882414406,0.0022161556983574375,1920,The restless sex
nyp.33433074880216,1,0.8608755097,0.0005164729361805232,1876,Open! Sesame!
uc1.b3123838,0,0.6887635613,0.00031067303075663007,1833,The parson's daughter
uc1.b3322570,1,0.7956884869,0.0018182403295359465,1829,The collegians
nyp.33433074911144,1,0.8736070477,0.002056296837872418,1889,Schwartz
nyp.33433062139252,0,0.7656987716,0.0006808839723275304,1908,The history of the ingenious gentleman
nyp.33433082171129,0,0.8713203598,0.0009834835596021455,1890,Miss Eaton's romance
nnc1.1002347725,0,0.835983752,0.0002770521649647748,1766,The history of Sir Charles Beaufort
uiuo.ark+=13960=t6tx4055c,0,0.8658657871,0.0005727872041500054,1877,Prinkle and his friends. A novel
njp.32101037021290,0,0.7555101172,0.0005169786678276012,1783,Emma Corbett
uiuo.ark+=13960=t76t1998v,1,0.6883073396,0.00124595066035385,1816,Tales of my landlord
nyp.33433073355640,0,0.8023911239,0.0011841891646691433,1881,Buried alive;
mdp.39015063944451,0,0.8446117102,0.00019738326189939093,1768,Callistus;
uc2.ark+=13960=t57d2s689,0,0.8826147639,0.0008849890788581758,1856,The old vicarage
uc2.ark+=13960=t5k932p1z,1,0.8433546394,0.0008428181452033952,1855,The first and the second marriages;
uiuo.ark+=13960=t88g97d1g,1,0.7536310878,0.0019360191758089795,1873,The death shot
nnc1.0037104098,0,0.8345455555,0.00024411224513519168,1739,The illustrious French lovers;
njp.32101072914839,0,0.757604859,0.000916626036079961,1745,Oriental tales
mdp.39015078564526,0,0.5862515734,0.0009198862686067904,1726,Travels into several remote nations of the world
nnc1.cu53345592,0,0.7736520474,0.0001746812067975944,1725,The power of jealousy exemplified in two novels
uc2.ark+=13960=t7jq0th12,0,0.8325237612,0.002347855252860284,1894,Carlotta's intended
