docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,decade
nyp.33433066626502,1881,1881,1881,random,8657586.0,,"Oberholtzer, Sara Louisa,","Philadelphia;J.B. Lippincott & Co.;1882, c1881.",,Come for Arbutus,,,,,,1841,f,us,,, ,1880
loc.ark+=13960=t6n01p000,1886,1886,1886,random,8656522.0,,"Hale, William,","Biddeford, Me.;Printed at the Biddeford journal office;1886.",,Shore life in song,,,,,,1856,m,us,,,,1880
nyp.33433076013501,1880,1880,1880,random,8656061.0,,"Currier, Moody,","Manchester, N.H.;Mirror Press;1880.",,Early poems,,,,,,1806,m,us,,,,1880
loc.ark+=13960=t5k93n92j,1884,1884,1884,random,7650811.0,,"Baxter, James Phinney,","Portland [Me.;Hoyt, Fogg, and Donham;1884.",,Idyls of the year,,,,,,1831,m,us,,,,1880
njp.32101063702987,1881,1881,1881,random,8918089.0,,"Randolph, Anson D. F.",New York;A.D.F. Randolph & Company;1881,,Easter chimes,,,,,,1820,m,us,,,,1880
uc2.ark+=13960=t26974b8z,1894,1894,1894,reviewed,7693632.0,1112477.0,"Watson, William,","London;John Lane;New York, Macmillan & Co.;1894.",,Odes and other poems,rev,pos,,1895.0,FR,1858,m,uk,,,,1890
uc1.b167484,1894,1894,1894,reviewed,539391.0,4796288.0,"Davidson, John,",London;J.Lane;Boston;Copeland & Day;1894.,,Ballads & songs,rev,,,1895.0,FR,1857,m,uk,,,,1890
uc1.b4107944,1896,1896,1896,reviewed,6157032.0,214927327.0,"Rossetti, Christina Georgina,",London;New York;Macmillan;1896.,,New poems by Christina Rossetti,rev,,,1896.0,BM,1830,f,uk,,,y,1890
njp.32101067628659,1893,1893,1893,reviewed,8961163.0,13778849.0,"Barlas, John Evelyn,",Dundee;J.P. Mathew;1893.,,Selections from Songs of a bayadere and Songs of a troubadour,rev,pos,,1896.0,YB,1860,m,uk,"Douglas, Evelyn",,,1890
uc1.b3546464,1895,1895,1895,reviewed,6672109.0,6566556.0,"Johnson, Lionel Pigot,",London;E. Mathews;Boston;Copeland & Day;1895.,,Poems,rev,pos,,1899.0,FR,1867,m,uk,,, ,1890
uc2.ark+=13960=t1mg7j44g,1890,1890,1890,reviewed,1023187.0,824173.0,"Bridges, Robert,",London;G. Bell;1890.,,The shorter poems of Robert Bridges,rev,,pop,1894.0,FR,1844,m,uk,,,,1890
njp.32101013202740,1892,1892,1890,reviewed,8883653.0,19300524.0,"Kipling, Rudyard,",London;Methuen and Co.;1892;(Edinburgh;T. and A. Constable),,Barrack-room ballads,rev,,pop,1891.0,FR,1865,m,uk,,,y,1890
mdp.39015063542537,1895,1895,1873,reviewed,283393.0,32292356.0,"Austin, Alfred,",London;New York;Macmillan & co.;1895.,,Madonna's child,rev,,,1873.0,FR,1835,m,uk,,,,1890
nyp.33433074874540,1898,1898,1898,reviewed,8663852.0,4354387.0,"Rhys, Ernest,",London;D. Nutt;1898.,,Welsh ballads,rev,pos,,1899.0,FR,1859,m,uk,,,,1890
uc1.b3576647,1897,1897,1897,reviewed,1024642.0,350184.0,"Symons, Arthur,",London;L. Smithers;New York;G.H. Richmond and co.;1897.,,Amoris victima,pub,,,1896.0,SAV,1865,m,uk,,,,1890
mdp.39015063940111,1894,1894,1894,reviewed,321637.0,13024779.0,"Lee-Hamilton, Eugene.",London;E. Stock;1894.,,Sonnets of the wingless hours,rev,,,1895.0,ATL,1845,m,uk,,,,1890
uc2.ark+=13960=t1td9vq8p,1890,1890,1889,reviewed,585366.0,339320.0,"Browning, Robert,","London;Smith, Elder, & co. ...;1890.",,Asolando,rev,pos,,1890.0,BM,1812,m,uk,,,y,1890
njp.32101068604063,1891,1891,1885,reviewed,8973739.0,34196496.0,"Stevenson, Robert Louis,",New York;C. Scribner's Sons;1891.,,A child's garden of verses,rev,pos,,1896.0,FR,1850,m,uk,,juv,,1890
uc1.b167406,1891,1891,1891,reviewed,6642403.0,3317176.0,"Cawein, Madison Julius,",New York;G. P. Putnam's sons;1891.,,Days and dreams,rev,neg,,1891.0,ATL,1865,m,us,,,,1890
uc2.ark+=13960=t0zp3xm93,1894,1894,1894,reviewed,7674510.0,8912486.0,"Tabb, John B.","Boston;Small;1900, c1894.",,Poems,rev,,,1895.0,ATL,1845,m,us,,,,1890
uc2.ark+=13960=t5n875h7n,1892,1892,1892,reviewed,6641083.0,3334273.0,"Dorr, Julia C. R.",New York;C. Scribner's Sons;1892.,,Poems,rev,,,1893.0,ATL,1825,f,us,,,,1890
loc.ark+=13960=t2891p34v,1891,1891,1891,reviewed,6641614.0,10831808.0,"Cone, Helen Gray,","Boston;New York;Houghton, Mifflin and Company;1891;(Cambridge [Mass.;The Riverside Press).",,The ride to the lady,rev,pos,,1891.0,ATL,1859,f,us,,,,1890
loc.ark+=13960=t4dn4r64d,1897,1897,1897,reviewed,9593667.0,,"Stedman, Edmund Clarence,","Boston;New York;Houghton, Mifflin and Co.;1897.",,"Poems, now first collected",rev,,,1898.0,ATL,1833,m,us,,,,1890
nyp.33433066626783,1890,1890,1890,reviewed,242114.0,3716980.0,"Moulton, Louise Chandler,",Boston;Roberts bros.;1890.,,In the garden of dreams,rev,pos,,1893.0,FR,1835,f,us,,,,1890
uc2.ark+=13960=t1hh6d09g,1892,1892,1892,reviewed,7663358.0,4890096.0,"Johnson, Robert Underwood,",New York;The Century co.;1892.,,"The winter hour, and other poems",rev,,,1893.0,ATL,1853,m,us,,,,1890
uc1.b4382847,1891,1891,1891,reviewed,8658397.0,494513.0,"Reese, Lizette Woodworth,","Boston;New York;Houghton, Mifflin and Company;1891.",,A handful of lavender,rev,,,1891.0,ATL,1856,f,us,,,,1890
nyp.33433075838023,1895,1895,1895,reviewed,8658014.0,16124963.0,"Stoddard, Elizabeth,","Boston and;New York;Houghton, Mifflin and Company;1895;(Cambridge;The Riverside Press).",,Poems,rev,pos,,1896.0,ATL,1823,f,us,,,,1890
uva.x030758864,1892,1892,1892,reviewed,9775909.0,317331196.0,"Lüders, Charles Henry,",New York;C. Scribner's sons;1892.,,The dead nymph,rev,pos,,1893.0,ATL,1858,m,us,,,,1890
loc.ark+=13960=t5k93s659,1894,1894,1894,reviewed,7676917.0,3102553.0,"Williams, Francis Howard,",New York;London;G. P. Putnam's sons;1894,,The flute-player and other poems,rev,,,1895.0,ATL,1844,m,us,,,,1890
mdp.39015003700393,1893,1893,1893,reviewed,1398575.0,2040330.0,"Garland, Hamlin,","Cambridge [Mass.;and Chicago, Stone and Kimball;1893.",,Prairie songs: being chants rhymed and unrhymed of the level lands of the great West,rev,,,1895.0,ATL,1860,m,us,,,,1890
uc2.ark+=13960=t6zw19s10,1892,1892,1892,reviewed,9260502.0,1672767.0,"Field, Eugene,",Chicago;M.E. Stone;1892.,,Second book of verse,rev,,,1893.0,ATL,1850,m,us,,,,1890
uc1.b2834136,1892,1892,1892,random,7344843.0,,"Kinloch, Marjory G. J.","London;K. Paul, Trench, Trübner;1892.",,A song-book of the soul,,,,,,1846,f,uk,,,,1890
uc2.ark+=13960=t14m91w7c,1895,1895,1895,random,7660685.0,,"Groser, Horace George.","Edinburgh;A. Melrose;dedication, 1895",,Little folks land,,,,,,1863,m,uk,,not actually juvenile audience,,1890
njp.32101049721457,1896,1896,1896,random,8897590.0,,"Ainslie, R. St. John",Leeds;R. Jackson;1896.,,Sedbergh school songs,,,,,,1861,m,uk,,,,1890
mdp.39015063937810,1894,1894,1871,random,246395.0,,"Mackay, Eric,",New York [etc.;Brentano's;1894,,Love letters of a violinist,,,,,,1851,m,uk,,,,1890
uc2.ark+=13960=t7fq9w84p,1893,1893,1893,random,6509049.0,,"Scott, William Bell,",London;Elkin Mathews & John Lane;1893.,,A poet's harvest home,,,,,,1811,m,uk,,,,1890
mdp.39015059422017,1894,1894,1894,random,482611.0,,"Japp, Alexander H.",London;Chatto & Windus;1894.,,Dramatic pictures,,,,,,1839,m,uk,,,,1890
uc2.ark+=13960=t9280b81v,1897,1897,1897,random,,,"Green, Septimus G.",London;E. Stock;1897.,s,Jennifred,,,,,,,m,uk,,,,1890
uc2.ark+=13960=t88g8mb7n,1892,1892,1892,random,,,"Daniel, H. C.",London;Morgan;1892.,,Love's minstrel,,,,,,,m,uk,,,,1890
nyp.33433074901194,1897,1897,1897,random,7689169.0,,"Howard, Henry Newman,",London;E. Stock;1897.,,Footsteps of Proserpine and other verses and interludes,,,,,,1861,m,uk,,,,1890
uc2.ark+=13960=t3222ww5h,1894,1894,1894,random,7507454.0,,"Image, Selwyn,",London;Elkin Matthews;1894.,,Poems & carols,,,,,,1849,m,uk,,,,1890
uc2.ark+=13960=t23b62184,1892,1892,1892,random,7689858.0,,"Le Gallienne, Richard,",London;Elkin Mathews and John Lane;New York;Cassell;1892.,,English poems,,,,,,1866,m,uk,,,,1890
mdp.39015000544554,1894,1894,1894,random,1398769.0,,"Thompson, Francis,",London;E. Mathews & John Lane;Boston;Copeland & Day;1894.,v.1,Poems,,,,,,1859,m,uk,,Well-known,,1890
uc1.b166365,1898,1898,1898,random,6641768.0,,"Latymer, Francis Burdett Thomas Coutts-Nevill,",London;New York;John Lane;1898.,,The Alhambra and other poems,,,,,,1852,m,uk,,,,1890
loc.ark+=13960=t57d3p237,1893,1893,1893,random,9560098.0,,"Roberts, Betsey Ann Smith.","Patchogue, New York;Patchogue Advance Print;1893.",,Original poems,,,,,,1828,f,us,,,,1890
nyp.33433074802640,1897,1897,1897,random,8657038.0,,"Young, Claiborne Addison.",Boston;Estes & Lauriat;1897.,,Way songs and wanderings,,,,,,1843,m,us,,,,1890
loc.ark+=13960=t3xs6b07q,1894,1894,1894,random,9608950.0,,"Choate, Clara Elizabeth. [from old catalog]",Boston;Lee and Shepard;1894,,Songs of truth,,,,,,1851,f,us,,,,1890
wu.89099777773,1890,1890,1883,random,8995994.0,,"Croffut, W. A.",New York;H. Holt and Company;1890.,,A midsummer lark,,,,,,1835,m,us,,,,1890
loc.ark+=13960=t6k07vz1r,1890,1890,1890,random,9605969.0,,"Stone, Jasper Jay. [from old catalog]","Caney, Kan.;1890",,The veteran's qualifications for civil service,,,,,,,m,us,,,,1890
loc.ark+=13960=t3zs39k35,1891,1891,1889,random,9585464.0,,"Crosby, Powell R. [from old catalog]","East Saginaw, Mich.;Seemann & Peters, printers;1891",,"Po Crosby's Labor odes, containing twenty-five beautiful odes",,,,,,1849,m,us,,,,1890
uc2.ark+=13960=t0vq2sd89,1898,1898,1898,random,7667733.0,,"Olmsted, Charles Sanford,",Philadelphia;G. W. Jacobs & co.;1898.,,December musings and other poems,,,,,,1853,m,us,,,,1890
loc.ark+=13960=t63495d13,1893,1893,1892,random,9574797.0,,"Carleton, Will,",New York;Harper & brothers;1893.,,City festivals,,,,,,1845,m,us,,,,1890
nyp.33433082128426,1893,1893,1893,random,8613371.0,,"Currie, George G.",Montréal;John Lovell;1893.,,How I once felt,,,,,,1867,m,us,,,,1890
loc.ark+=13960=t9183w60x,1895,1895,1895,random,6516864.0,,"Savage, Richard,",Chicago and New York;F. T. Neely;1895.,,After many years,,,,,,1846,m,us,,,,1890
loc.ark+=13960=t2g740b7g,1891,1891,1891,random,9558911.0,,"[Loomis, George],","Parkersburg, W.Va.;1891",,Memorial or Decoration day,,,,,,1824,m,us,,,,1890
loc.ark+=13960=t1cj90444,1896,1896,1896,random,9594736.0,,"Ramsey, V. G.",Boston;The Morning Star Publishing House;1896.,,A censer;,,,,,,1817,f,us,,,,1890
uc1.b274729,1894,1894,1894,random,6518179.0,,"Thayer, William Roscoe,",Boston;New York;Houghton Mifflin company;1894.,,Poems;,,,,,,1859,m,us,,,,1890
uc2.ark+=13960=t9c53mb7v,1901,1901,1900,reviewed,474669.0,5035217.0,"Binyon, Laurence,",London;Unicorn Press;1901.,,Odes,rev,,elite,1900.0,FR,1869,m,uk,,,,1900
mdp.39015066062160,1902,1902,1896,reviewed,484306.0,360509.0,"Housman, A. E.",Philadelphia;Henry Altemus company;1902?].,,A Shropshire lad,rev,pos,,1898.0,FR,1859,m,uk,,,y,1900
uc2.ark+=13960=t3707xn1m,1902,1902,1902,reviewed,7654606.0,249986.0,"Carryl, Guy Wetmore,","Boston;and New York;Houghton, Mifflin & Co.;1902",,Grimm tales made gay,rev,pos,,1903.0,ATL,1873,m,us,,,,1900
uc2.ark+=13960=fk5p84448t,1902,1902,1902,reviewed,8658129.0,9841814.0,"Taylor, Bert Leston,",Evanston [Ind.;W.S. Lord;1902.,,Line-o'-type lyrics,rev,pos,pop,1902.0,ATL,1866,m,us,,,,1900
nyp.33433074891130,1907,1907,1903,random,8663209.0,,"Noyes, Alfred,","New York;The Macmillan company;London;Macmillan & co., ltd.;1907.",,The flower of old Japan,,,,,,1880,m,uk,,,,1900
uc1.b3312256,1902,1902,1902,random,6130530.0,,"Payne, John,",London;Printed for the Villon Society;1902;(Leyden (Holland);Printed by E.J. Brill),v.1,The poetical works of John Payne,,,,,,1842,m,uk,,,,1900
nyp.33433075808877,1901,1901,1901,random,6641440.0,,"McMahon, Patrick Maurice,",San Francisco;Stanley-Taylor Co.;1901.,,From fair Hawaiiland;,,,,,,1862,m,us,,,,1900
uc1.b3315087,1900,1900,1878,random,6130679.0,,"Riley, James Whitcomb,",Indianapolis;Bobbs-Merrill;c1900,,The flying islands of the night,,,,,,1849,m,us,,Well-known,,1900
uc1.b3340220,1918,1918,1918,reviewed,7917249.0,12688503.0,"Nightingale, M.",Oxford [Oxfordshire;B.H. Blackwell;1918.,,Verses wise and otherwise,rev,neg,,1919.0,EGO,1879,f,uk,,,,1910
uc2.ark+=13960=t5k93645c,1914,1914,1914,reviewed,1025611.0,5198135.0,"Monro, Harold,",London;Poetry Bookshop;1914.,,Children of love,rev,,,1914.0,EGO,1879,m,uk,,,,1910
uc1.b4100590,1918,1918,1918,reviewed,6154122.0,2143179.0,"Waugh, Alec,",London;G. Richards;1918.,,Resentment,rev,,,1918.0,EGO,1898,m,uk,,,,1910
uc2.ark+=13960=t6k070h7g,1918,1918,1918,reviewed,6607061.0,2809404.0,"Farjeon, Eleanor,","Oxford;B.H. Blackwell;New York;Sold in America by Longmans, Green;1918",,Sonnets and poems,rev,,,1918.0,EGO,1881,f,uk,,,,1910
uc2.ark+=13960=t12n5658q,1915,1915,1915,reviewed,7694830.0,1729410.0,"Cornford, Frances Darwin,",London;Poetry Bookshop;1915.,,Spring morning,rev,neg,,1915.0,EGO,1886,f,uk,,,,1910
uc2.ark+=13960=t4cn71f36,1911,1911,1907,reviewed,6634051.0,9177416.0,"Ainslie, Douglas,",London;A. Constable;Elkin Mathews;1911,,Mirage,pub,,,1907.0,FR,1865,m,uk,,,,1910
mdp.39015059421811,1917,1917,1872,reviewed,205157.0,65987399.0,"Hake, Thomas Gordon,",London;E. Mathews;1917.,,Parables & tales,rev,pos,,1873.0,FR,1809,m,uk,,,,1910
uc1.b3332871,1914,1914,1914,reviewed,7924703.0,1296560.0,"Bangs, John Kendrick,",New York;Macmillan;1914.,,The foothills of Parnassus,rev,neg,,1914.0,PMV,1862,m,us,,,,1910
nyp.33433074800131,1911,1911,1911,reviewed,8656854.0,2046049.0,"Wilkinson, Marguerite Ogden Bigelow,","Boston;Sherman, French & company;1911.",,In vivid gardens; songs of the woman spirit,rev,,,1913.0,PMV,1883,f,us,,,,1910
mdp.39015012978758,1916,1916,1916,reviewed,1029355.0,486117.0,"Seeger, Alan,",New York;C. Scribner's sons;1916.,,Poems,rev,,,1917.0,EGO,1888,m,us,,,,1910
mdp.39015063931839,1912,1912,1912,reviewed,246795.0,3945103.0,"How, Louis,","Boston;Sherman, French & company;1912.",,The youth replies,rev,,,1913.0,PMV,1873,m,us,,,,1910
uc2.ark+=13960=t92807683,1913,1913,1913,reviewed,7676720.0,5294931.0,"Wheelock, John Hall,","Boston;Sherman, French;1913.",,Love and liberation;,rev,neg,,1914.0,PMV,1886,m,us,,,,1910
mdp.39015000595614,1914,1914,1914,reviewed,1376256.0,5104656.0,"Oppenheim, James,",New York;The Century co.;1914.,,"Songs, for the new age",rev,,,1914.0,PMV,1882,m,us,,,,1910
uc2.ark+=13960=t5h98zx14,1912,1912,1912,reviewed,,,"Lowell, Amy,",Boston;Houghton Mifflin Co.;1912.,,A dome of many-colored glass,rev,,,1914.0,EGO,1874,f,us,,,y,1910
mdp.39015063915642,1916,1916,1916,random,282252.0,,"Bashford, H. H.",Boston;New York;Houghton Mifflin company;1916.,,Songs out of school,,,,,,1880,m,uk,,,,1910
mdp.39015008296884,1918,1918,1918,random,1187193.0,,"Thomas, Edward,",London;Selwyn & Blount;1918.,,Last poems,,,,,,1878,m,uk,,Well-known,y,1910
uc2.ark+=13960=t9862dr88,1912,1912,1910,random,7654437.0,,"Campbell, Archibald Y.","Cambridge;W. Heffer;London;Simpkin, Marshall;1912.",,Poems,,,,,,1885,m,uk,,,,1910
uc2.ark+=13960=t5p848b89,1914,1914,1914,random,7686075.0,,"Bonus, John,",London;Longmans;1914.,,Thoughts in verse for my friends,,,,,,1828,m,uk,,,,1910
mdp.39015063919453,1914,1914,1914,random,779417.0,,"Gale, Norman,",London;MacMillan and co.;1914.,,Collected poems,,,,,,1862,m,uk,,,,1910
mdp.39015008529144,1915,1915,1915,random,583940.0,,"Brooke, Rupert,",New York;John Lane company;1915.,,The collected poems of Rupert Brooke,,,,,,1887,m,uk,,,y,1910
njp.32101067680247,1918,1918,1918,random,8963885.0,,"Carmichael, Amy,",Edinburgh;Oliphant;1918,,Made in the pans,,,,,,1867,f,uk,,,,1910
loc.ark+=13960=t3nv9z201,1917,1917,1917,random,9590157.0,,"Kirk, Annie (Brindley),",Detroit;1917,,Inspirational poems,,,,,,1855,f,us,,,,1910
loc.ark+=13960=t85h8fd4f,1916,1916,1916,random,11210368.0,,"White, Charles Edward,","Syracuse, N.Y.;John Single Paper Co., printers;c1916",,Poems of school and life,,,,,,1848,m,us,,,,1910
uc1.b3342759,1919,1919,1919,random,7930862.0,,"Wigren, Bessie C.",Boston;The Poet Lore Company;c1919,,Summer wind,,,,,,1874,f,us,,,,1910
loc.ark+=13960=t6834m35p,1913,1913,1913,random,9577242.0,,"Raymond, George Lansing,",New York [etc.;G. P. Putnam's sons;1913.,,The mountains about Williamstown,,,,,,1839,m,us,,,,1910
nyp.33433045638883,1916,1916,1905,random,6130699.0,,"Hay, John,",Boston;Houghton Mifflin company;1916.,,The complete poetical works of John Hay,,,,,,1838,m,us,,,,1910
uc2.ark+=13960=t52f7m21r,1913,1913,1913,random,6517156.0,,"Fare, John Thomas,","Los Angeles, Cal.;Grafton Publishing Company;c1913",,In the wilderness,,,,,,1859,m,us,,,,1910
loc.ark+=13960=t40s0803k,1918,1918,1918,random,9568238.0,,"Jenness, Burt Franklin,","Boston, The Cornhill Company;c1918",,Man-o'-war rhymes,,,,,,1876,m,us,,,,1910
